"recorte","unidade","termo_a","termo_b","coocorrencias","associacao_ochiai"
"lei_28","article","tecnologia","atividades",15,0.59
"lei_28","article","empresas","icts",10,0.589
"lei_28","article","icts","pblicas",7,0.583
"lei_28","article","icts","unio",7,0.583
"lei_28","article","inovacao","apoio",13,0.571
"lei_28","article","tecnologia","ciencia",12,0.571
"lei_28","article","inovacao","cincia",12,0.569
"lei_28","article","empresas","entidades",8,0.569
"lei_28","article","empresas","transferencia",9,0.567
"lei_28","article","projeto","empresas",11,0.566
"lei_28","article","transferencia","entidades",7,0.564
"lei_28","article","icts","recursos",9,0.562
"lei_28","article","tecnologia","icts",13,0.557
"lei_28","article","icts","fomento",8,0.555
"lei_28","article","fomento","pblicas",6,0.555
"lei_28","article","atividades","transferencia",9,0.552
"lei_28","article","projeto","atividades",11,0.551
"lei_28","article","inovacao","ciencia",12,0.547
"lei_28","article","projeto","recursos",10,0.546
"lei_28","article","tecnologia","podero",11,0.545
"lei_28","article","desenvolvimento","entidades",10,0.542
"lei_28","article","atividades","empresas",10,0.541
"lei_28","article","apoio","podero",7,0.54
"lei_28","article","desenvolvimento","recursos",12,0.539
"lei_28","article","atividades","pblicas",7,0.535
"lei_28","article","icts","apoio",8,0.535
"lei_28","article","transferencia","unio",6,0.535
"lei_28","article","inovacao","icts",13,0.534
"lei_28","article","inovacao","recursos",13,0.534
"lei_28","article","empresas","recursos",9,0.53
"lei_28","article","desenvolvimento","transferencia",11,0.528
"lei_28","article","icts","entidades",7,0.528
"lei_28","article","inovacao","transferencia",12,0.527
"lei_28","article","criao","unio",5,0.527
"lei_28","article","projeto","apoio",9,0.525
"lei_28","article","empresas","fomento",8,0.523
"lei_28","article","apoio","fomento",7,0.519
"lei_28","article","tecnologia","entidades",10,0.517
"lei_28","article","tecnologia","recursos",12,0.514
"lei_28","article","desenvolvimento","execuo",9,0.511
"lei_28","article","desenvolvimento","capacitao",8,0.508
"lei_28","article","transferencia","intelectual",6,0.507
"lei_28","article","recursos","cincia",7,0.505
"lei_28","article","icts","podero",7,0.505
"lei_28","article","tecnologia","apoio",11,0.504
"lei_28","article","entidades","unio",5,0.503
"lei_28","article","financiamento","unio",5,0.503
"lei_29","article","empresa","considerado",5,0.913
"lei_29","article","comisso","mobilirios",5,0.833
"lei_29","article","valores","mobilirios",6,0.816
"lei_29","article","capital","aporte",5,0.791
"lei_29","article","inovacao","empresas",6,0.756
"lei_29","article","investimento","capital",6,0.707
"lei_29","article","inovacao","desenvolvimento",6,0.707
"lei_29","article","contrato","soluo",6,0.707
"lei_29","article","valores","comisso",5,0.68
"lei_29","article","investimento","empresas",5,0.63
"lei_29","article","valores","podero",5,0.63
"lei_29","article","contrato","valor",5,0.63
"lei_29","article","soluo","tecnologia",5,0.625
"lei_29","article","captulo","inovacao",5,0.589
"lei_29","article","desenvolvimento","meio",4,0.577
"lei_29","article","tecnologia","meio",4,0.577
"lei_29","article","capital","startups",4,0.577
"lei_29","article","investimento","inovacao",5,0.556
"lei_29","article","critrios","estabelecer",3,0.548
"lei_29","article","quanto","pblicas",3,0.548
"lei_29","article","critrios","contratao",3,0.548
"lei_29","article","investimento","startups",4,0.544
"lei_29","article","desenvolvimento","ambiente",4,0.535
"lei_29","article","desenvolvimento","empresas",4,0.535
"lei_29","article","soluo","valor",4,0.535
"lei_29","article","ambiente","contratao",3,0.507
"lei_29","article","desenvolvimento","tecnologia",4,0.5
"lei_29","article","meio","pblicas",3,0.5
"lei_29","article","meio","startups",3,0.5
"lei_29","article","soluo","hiptese",3,0.474
"lei_29","article","valores","capital",4,0.471
"lei_29","article","investimento","desenvolvimento",4,0.471
"lei_29","article","contrato","tecnologia",4,0.471
"lei_29","article","empresas","meio",3,0.463
"lei_29","article","empresas","pblicas",3,0.463
"lei_29","article","valor","pblicas",3,0.463
"lei_29","article","contrato","hiptese",3,0.447
"lei_29","article","valores","estabelecer",3,0.447
"lei_29","article","investimento","aporte",3,0.447
"lei_29","article","valores","aporte",3,0.447
"lei_29","article","investimento","considerado",3,0.447
"lei_29","article","capital","comisso",3,0.433
"lei_29","article","tecnologia","critrios",3,0.433
"lei_29","article","capital","meio",3,0.433
"lei_29","article","soluo","meio",3,0.433
"lei_29","article","capital","mobilirios",3,0.433
"lei_29","article","soluo","pblicas",3,0.433
"lei_29","article","investimento","empresa",3,0.408
"lei_29","article","investimento","meio",3,0.408
"lei_29","article","inovacao","meio",3,0.408
"lei_29","article","inovacao","pblicas",3,0.408
"lei_29","article","inovacao","startups",3,0.408
"lei_29","article","captulo","ambiente",3,0.401
"lei_29","article","captulo","empresas",3,0.401
"lei_29","article","capital","empresas",3,0.401
"lei_29","article","tecnologia","empresas",3,0.401
"lei_29","article","capital","podero",3,0.401
"lei_29","article","tecnologia","valor",3,0.401
"lei_29","article","aporte","considerado",2,0.4
"lei_29","article","investimento","ambiente",3,0.378
"lei_29","article","inovacao","ambiente",3,0.378
"lei_29","article","investimento","podero",3,0.378
"lei_29","article","captulo","desenvolvimento",3,0.375
"lei_29","article","comisso","estabelecer",2,0.365
"lei_29","article","quanto","mobilirios",2,0.365
"lei_29","article","estabelecer","mobilirios",2,0.365
"lei_29","article","comisso","aporte",2,0.365
"lei_29","article","empresa","aporte",2,0.365
"lei_29","article","meio","aporte",2,0.365
"lei_29","article","mobilirios","aporte",2,0.365
"lei_30","article","inovacao","tecnologia",32,0.97
"lei_30","article","prefeitura","baixado",13,0.964
"lei_30","article","instituicao","ensino",11,0.92
"lei_30","article","ciencia","tecnologica",12,0.807
"lei_30","article","tecnologica","economia",9,0.753
"lei_30","article","inovacao","macei",23,0.732
"lei_30","article","ciencia","empreendedorismo",10,0.731
"lei_30","article","tecnologia","ciencia",17,0.729
"lei_30","article","ciencia","promover",9,0.728
"lei_30","article","criativa","economia",9,0.725
"lei_30","article","tecnologia","macei",22,0.722
"lei_30","article","financiamento","recursos",10,0.722
"lei_30","article","inovacao","ciencia",17,0.707
"lei_30","article","desenvolvimento","ciencia",13,0.705
"lei_30","article","empreendedorismo","promover",7,0.704
"lei_30","article","empresas","ensino",9,0.701
"lei_30","article","macei","prefeitura",14,0.695
"lei_30","article","inovacao","desenvolvimento",18,0.69
"lei_30","article","macei","ciencia",15,0.676
"lei_30","article","tecnologia","desenvolvimento",17,0.672
"lei_30","article","macei","baixado",13,0.67
"lei_30","article","criativa","tecnologica",9,0.667
"lei_30","article","prefeitura","tecnologica",9,0.667
"lei_30","article","servicos","promover",8,0.667
"lei_30","article","macei","desenvolvimento",16,0.664
"lei_30","article","ciencia","economia",9,0.658
"lei_30","article","fmcti","recursos",9,0.65
"lei_30","article","ciencia","criativa",10,0.648
"lei_30","article","tecnologica","promover",7,0.647
"lei_30","article","servicos","empresas",10,0.645
"lei_30","article","empresas","instituicao",9,0.645
"lei_30","article","tecnologia","tecnologica",13,0.637
"lei_30","article","economia","empreendedorismo",7,0.636
"lei_30","article","inovacao","tecnologica",13,0.618
"lei_30","article","macei","tecnologica",12,0.618
"lei_30","article","baixado","tecnologica",8,0.615
"lei_30","article","tecnologia","criativa",13,0.614
"lei_30","article","instituicao","entidades",7,0.614
"lei_30","article","recursos","atividades",7,0.609
"lei_30","article","atividades","promover",6,0.603
"lei_30","article","desenvolvimento","promover",8,0.596
"lei_30","article","inovacao","criativa",13,0.596
"lei_30","article","tecnologia","economia",11,0.586
"lei_30","article","tecnologia","empreendedorismo",11,0.586
"lei_30","article","tecnologica","empreendedorismo",7,0.585
"lei_30","article","ciencia","ensino",8,0.585
"lei_30","article","ciencia","prefeitura",9,0.583
"lei_30","article","empresas","tecnologica",8,0.573
"lei_30","article","ensino","entidades",6,0.572
"lei_30","article","inovacao","economia",11,0.569
"lei_30","article","inovacao","empreendedorismo",11,0.569
"lei_30","article","criativa","empreendedorismo",7,0.564
"lei_30","article","financiamento","fmcti",9,0.562
"lei_30","article","macei","economia",10,0.56
"lei_30","article","desenvolvimento","servicos",10,0.559
"lei_30","article","ciencia","servicos",9,0.546
"lei_30","article","desenvolvimento","atividades",8,0.539
"lei_30","article","desenvolvimento","ensino",8,0.539
"lei_30","article","ciencia","baixado",8,0.538
"lei_30","article","ciencia","instituicao",8,0.538
"lei_30","article","ciencia","smcti",7,0.537
"lei_30","article","macei","meio",10,0.536
"lei_30","article","inovacao","empresas",12,0.531
"lei_30","article","tecnologia","promover",9,0.53
"lei_30","article","financiamento","atividades",7,0.528
"lei_30","article","servicos","atividades",7,0.528
"lei_30","article","servicos","empreendedorismo",7,0.528
"lei_30","article","macei","empresas",11,0.527
"lei_30","article","tecnologica","smcti",6,0.526
"lei_30","article","meio","ensino",6,0.522
"lei_31","article","anica","decretou",5,1
"lei_31","article","anica","faco",5,1
"lei_31","article","decretou","faco",5,1
"lei_31","article","anica","saber",5,1
"lei_31","article","decretou","saber",5,1
"lei_31","article","faco","saber",5,1
"lei_31","article","anica","sanciono",5,1
"lei_31","article","decretou","sanciono",5,1
"lei_31","article","faco","sanciono",5,1
"lei_31","article","saber","sanciono",5,1
"lei_31","article","empreendedorismo","financiamento",6,0.866
"lei_31","article","desenvolvimento","apoio",8,0.816
"lei_31","article","desenvolvimento","empreendedorismo",8,0.816
"lei_31","article","tecnologia","empresas",4,0.816
"lei_31","article","programa","aticas",4,0.816
"lei_31","article","financiamento","edito",4,0.816
"lei_31","article","conferidas","entra",4,0.8
"lei_31","article","incentivar","objetivos",4,0.8
"lei_31","article","startups","desenvolvimento",10,0.772
"lei_31","article","startups","apoio",8,0.756
"lei_31","article","apoio","empreendedorismo",6,0.75
"lei_31","article","empreendedorismo","objetivo",6,0.75
"lei_31","article","financiamento","incentivar",4,0.73
"lei_31","article","financiamento","objetivos",4,0.73
"lei_31","article","desenvolvimento","financiamento",6,0.707
"lei_31","article","desenvolvimento","tecnologia",6,0.707
"lei_31","article","apoio","empresas",4,0.707
"lei_31","article","empreendedorismo","empresas",4,0.707
"lei_31","article","objetivo","empresas",4,0.707
"lei_31","article","empreendedorismo","edito",4,0.707
"lei_31","article","objetivo","edito",4,0.707
"lei_31","article","capital","conta",2,0.707
"lei_31","article","conta","edito",2,0.707
"lei_31","article","outras","conferidas",4,0.676
"lei_31","article","atividades","fomento",4,0.667
"lei_31","article","fomento","programa",4,0.667
"lei_31","article","atividades","tecnologia",4,0.667
"lei_31","article","fomento","tecnologia",4,0.667
"lei_31","article","startups","fomento",6,0.655
"lei_31","article","startups","programa",6,0.655
"lei_31","article","startups","tecnologia",6,0.655
"lei_31","article","apoio","incentivar",4,0.632
"lei_31","article","empreendedorismo","incentivar",4,0.632
"lei_31","article","apoio","objetivos",4,0.632
"lei_31","article","empreendedorismo","objetivos",4,0.632
"lei_31","article","outras","fomento",4,0.617
"lei_31","article","desenvolvimento","objetivo",6,0.612
"lei_31","article","atividades","edito",3,0.612
"lei_31","article","desenvolvimento","atividades",5,0.589
"lei_31","article","objetivo","atividades",4,0.577
"lei_31","article","apoio","financiamento",4,0.577
"lei_31","article","objetivo","financiamento",4,0.577
"lei_31","article","apoio","tecnologia",4,0.577
"lei_31","article","empreendedorismo","tecnologia",4,0.577
"lei_31","article","objetivo","tecnologia",4,0.577
"lei_31","article","desenvolvimento","empresas",4,0.577
"lei_31","article","desenvolvimento","aticas",4,0.577
"lei_31","article","desenvolvimento","edito",4,0.577
"lei_31","article","financiamento","conta",2,0.577
"lei_31","article","manaus","anica",5,0.577
"lei_31","article","manaus","conferidas",5,0.577
"lei_31","article","manaus","decretou",5,0.577
"lei_31","article","manaus","entra",5,0.577
"lei_31","article","manaus","faco",5,0.577
"lei_31","article","manaus","saber",5,0.577
"lei_31","article","manaus","sanciono",5,0.577
"lei_31","article","startups","empreendedorismo",6,0.567
"lei_31","article","startups","empresas",4,0.535
"lei_31","article","startups","aticas",4,0.535
"lei_31","article","manaus","fomento",5,0.527
"lei_32","article","desenvolvimento","inovacao",5,1
"lei_32","article","inova","programa",4,1
"lei_32","article","egicos","setores",4,1
"lei_32","article","atividades","base",2,1
"lei_32","article","aprovado","comprovem",2,1
"lei_32","article","desenvolvimento","egicos",4,0.894
"lei_32","article","inovacao","egicos",4,0.894
"lei_32","article","desenvolvimento","inova",4,0.894
"lei_32","article","inovacao","inova",4,0.894
"lei_32","article","desenvolvimento","programa",4,0.894
"lei_32","article","inovacao","programa",4,0.894
"lei_32","article","desenvolvimento","setores",4,0.894
"lei_32","article","inovacao","setores",4,0.894
"lei_32","article","egicos","empreendedorismo",3,0.866
"lei_32","article","setores","empreendedorismo",3,0.866
"lei_32","article","fiscal","anual",2,0.816
"lei_32","article","valor","aprovado",2,0.816
"lei_32","article","empreendedorismo","atividades",2,0.816
"lei_32","article","empreendedorismo","base",2,0.816
"lei_32","article","decorrente","cento",2,0.816
"lei_32","article","decorrente","certificado",2,0.816
"lei_32","article","trabalho","comiss",2,0.816
"lei_32","article","fiscal","comprovar",2,0.816
"lei_32","article","valor","comprovem",2,0.816
"lei_32","article","empresas","startups",4,0.8
"lei_32","article","desenvolvimento","empreendedorismo",3,0.775
"lei_32","article","inovacao","empreendedorismo",3,0.775
"lei_32","article","desenvolvimento","trabalho",3,0.775
"lei_32","article","inovacao","trabalho",3,0.775
"lei_32","article","egicos","inova",3,0.75
"lei_32","article","egicos","programa",3,0.75
"lei_32","article","inova","setores",3,0.75
"lei_32","article","programa","setores",3,0.75
"lei_32","article","egicos","atividades",2,0.707
"lei_32","article","setores","atividades",2,0.707
"lei_32","article","egicos","base",2,0.707
"lei_32","article","setores","base",2,0.707
"lei_32","article","egicos","comiss",2,0.707
"lei_32","article","setores","comiss",2,0.707
"lei_32","article","incentivo","comprovar",2,0.707
"lei_32","article","empresas","egicos",3,0.671
